key	EN	中文
CurieDialog_Wasteland_37	I have been going North for some time. I will continue.	我已经往北走了一阵子。我会继续走下去。
CurieDialog_Wasteland_38	I have been going East for some time. I will continue.	我已经往东走了一阵子。我会继续走下去。
CurieDialog_Wasteland_39	I have been going West for some time. I will continue.	我已经往西走了一阵子。我会继续走下去。
CurieDialog_Wasteland_4	Does no one in this Wasteland have manners any more?	这片废土上难道再也没有人讲礼貌了吗？
CurieDialog_Wasteland_40	I have been going South for some time. I will continue.	我已经往南走了一阵子。我会继续走下去。
CurieDialog_Wasteland_41	Some Radroaches are approaching. Sadly, I must squish them.	有几只辐射蟑螂正在靠近。很遗憾，我必须踩扁它们。
CurieDialog_Wasteland_42	There is something vile approaching. I can hear skittering.	有某种恶心的东西正在靠近。我能听到窸窸窣窣的爬行声。
CurieDialog_Wasteland_43	I just met a group of traders with an enormous Brahmin. It is a wonderful creature!	我刚遇到一群商人，带着一头巨大的双头牛。真是一只奇妙的生物！
CurieDialog_Wasteland_44	Hey, keep your hands off of me! I am not scrap metal!	喂，别碰我！我不是废铁！
CurieDialog_Wasteland_45	I have found a field of fragmentation mines. It is horrible, how many ways humans kill each other.	我发现了一片破片地雷场。人类互相残杀的方式之多，真是可怕。
CurieDialog_Wasteland_46	A bottle of alcohol. I wonder why humans are so attracted to this poison.	一瓶酒。我好奇人类为什么对这种毒药如此着迷。
CurieDialog_Wasteland_47	Look at all the cars! Will any of them ever drive again?	看看这些汽车！它们之中还有哪辆能再开动吗？
CurieDialog_Wasteland_48	They call my intelligence artificial, but I believe I am smarter than most of the people out here.	他们说我的智能是人工的，但我认为我比这里大多数人都更聪明。
CurieDialog_Wasteland_49	A farm! An actual, active farm! It fills me with such hope. Perhaps civilization may bloom once more.	一个农场！一个实实在在、运营中的农场！它让我满怀希望。也许文明能再次绽放。
CurieDialog_Wasteland_5	You should know that I am regrettably quite skilled in the use of violence.	您该知道，很遗憾，我对暴力相当在行。
CurieDialog_Wasteland_50	I discovered a small house with a woman in labor. I believe I may have helped save the mother's life.	我发现了一座小房子，里面有个女人正在分娩。我相信我可能帮上了忙，保住了那位母亲的生命。
CurieDialog_Wasteland_6	Oh, no good can come from this.	哦，这下可没好事了。
CurieDialog_Wasteland_7	An injured human! I will administer first aid and trauma stabilizers…	一个受伤的人类！我会进行急救并使用创伤稳定剂……
CurieDialog_Wasteland_8	I have so much data! I have much to do once I am home.	我积累了这么多数据！等回家后，我有好多事要做。
CurieDialog_Wasteland_9	The people out here seem most eager for violence, no?	这里的人似乎对暴力趋之若鹜，不是吗？
CurieDialog_WaterPlant_01	I will do my best to ensure the highest water quality for our Dwellers!	我会尽我所能，确保为我们居民提供最高品质的水！
CurieDialog_WaterPurification_01	It is amazing how we create pure, clean water from… other liquids.	真神奇，我们竟然能从……其他液体中，制造出纯净、清洁的水。
CurieDialog_WeaponsWorkshop_01	Instruments of murder and destruction. Why must we make them here?	这些杀戮与毁灭的工具。我们为什么要在这里制造它们呢？
Curie_Card_TagLine	Allow me to assist and gather data	让我来协助并收集数据
Curie_Name	Curie	居里
DangerousPermission_WriteExternal	Fallout Shelter requires the use of media and files to download additional game data and improve the user experience.	辐射避难所需要使用媒体和文件来下载额外的游戏数据和提升用户体验。
Deathclaw_Name	Deathclaw	死爪
Deathclaw_Name_Plural	Deathclaws	死爪
Dojo_Upgrade_Info	Increases Agility training speed	加速敏捷（A）的训练
DwellerEquipPanelBonus	BONUS	奖励
DwellerEquipPanelStats	STATS	状态
Dweller_AtSurpriseQuest	WAITING	等待中
Dweller_AtTheEntrance	WAITING	等待中
Dweller_Baby	CHILD	小孩
Dweller_CoffeeBreak	COFFEE BREAK	空闲
Dweller_Dead	DEAD	死亡
Dweller_DiedInVault	has died	已经死了。
Dweller_DiedInWasteland	Died in Wasteland	死在了废土上。
Dweller_EmptySlot	Drag Here	拖到这里
Dweller_EmptyTapSlot	Tap Here	点击这里
Dweller_EmptyTapSlot_PC	Click Here	点击这里
Dweller_EmptyTapSlot_Xbox	Press [A]	按
Dweller_Escaping	ESCAPING	逃离中
Dweller_InWasteland	EXPLORING	探险中
Dweller_Last_Name	Last name	姓
Dweller_LeavingVault	Leaving Vault	正在离开避难所
Dweller_Name	Name	名字
Dweller_ReturnedFromWasteland	Returned From Wasteland	已从废土返回
Dweller_ReturningToVault	Returning From Wasteland	从废土返回中
Dweller_ReturningWasteland	RETURNING	返回中
Dweller_RunToWasteland	Exiting Vault	正在离开避难所
Dweller_Shelter	HIDDEN	隐藏的
EULA_ButtonText	EULA	最终用户许可协议
EULA_LEGAL_LINK	https://www.zenimax.com/en/legal/mobile-eula	fo.sdo.com/policy/
Emergency_Aliens	ALIEN ATTACK	外星人袭击
Emergency_Deathclaw	DEATHCLAW ATTACK	死爪袭击
Emergency_EnclavePowerArmor	ENCLAVE POWER ARMOR ATTACK	英克雷动力装甲袭击
Emergency_EnclaveSecurity	ENCLAVE SECURITY ATTACK	英克雷保安袭击
Emergency_Fire	ROOM ON FIRE	房间着火
Emergency_Gen1Synth	SYNTH ATTACK	合成人袭击
Emergency_Gen2Synth	SYNTH ATTACK	合成人袭击
Emergency_Ghouls	FERAL GHOUL ATTACK	狂尸鬼袭击
Emergency_Molerat	MOLE RAT ATTACK	鼹鼠袭击
Emergency_Radroach	RADROACH INFESTATION	辐射蟑螂灾害
Emergency_Radscorpions	RADSCORPION ATTACK	辐射蝎袭击
Emergency_Raiders	RAIDER ATTACK	掠夺者袭击
Emergency_Scorched	SCORCHED ATTACK	辐尸人来袭！
Emergency_Securitron	SECURITRON ATTACK	保安机器人袭击
Enclave_Description	It's a Wasteland Gold Rush! Find and trade Gold Bullion so our glorious vault can thrive. But who's that knocking down the vault door? The Enclave was said to have disbanded, but now they're coming after our gold. Find out who controls the Enclave Remnants and put a stop to their raids, Overseer!	这是废土淘金热！找到并交易金条，让我们的伟大避难所繁荣起来。但那是谁在敲打避难所大门？据说英克雷已经解散，可现在他们正冲着我们的黄金而来。监督者，去查出谁在掌控英克雷残部，并制止他们的掠夺！
Enclave_IntroPopup_Body	Test your skill as Overseer in this season's new Experimental Vault! Experimental Vaults introduce a new twist and unique rewards. Seasons only last a short time - don't miss out!	在本赛季新实验避难所中考验您作为监督者的实力！实验避难所引入全新玩法和独家奖励。赛季时间有限——千万别错过！
Enclave_IntroPopup_Title	"THE SEASON OF ""IN GOLD WE TRUST"" IS HERE"	“黄金至上”赛季来袭！
Enclave_SeasonEndPopup_Title	THE SEASON OF “IN GOLD WE TRUST” HAS ENDED	“黄金至上”赛季已结束
Enclave_Title	SHELTER SEASON: IN GOLD WE TRUST	避难所赛季：黄金至上
Encounet_Progression_Creature1	I've got to kill this Savage Dog before it kills me!	我得在这只野狗杀了我之前先干掉它！
Encounet_Progression_Creature10	The Yao Guai is moving in, ready to attack.	妖怪熊逼近，准备攻击。
Encounet_Progression_Creature11	This Feral Ghoul is out of its mind! It's lunging at me!	这只狂尸鬼一定是疯了！它正朝我扑过来！
Encounet_Progression_Creature12	The Feral Ghoul is moving in, ready to attack.	狂尸鬼逼近，准备攻击。
Encounet_Progression_Creature13	The Giant Ant's antennae are quivering. It moves in for the kill!	巨型蚂蚁的触角在颤动，正扑上来要我的命！
Encounet_Progression_Creature14	The Giant Ant is moving in, ready to attack.	巨型蚂蚁逼近，准备攻击。
Encounet_Progression_Creature15	I don't see the Scavenger, but his Dog is circling, ready to bite!	我没看到拾荒者，但他的狗正绕着我打转，准备下口！
Encounet_Progression_Creature16	The Scavenger's Dog is moving in, ready to attack.	拾荒者的狗在逼近，准备攻击。
Encounet_Progression_Creature17	The Giant Worker Ant is coming my way, pincers ready!	巨型工蚁朝我这边来了，嘴张开准备要吃了我！
Encounet_Progression_Creature18	The Giant Worker Ant is moving in, ready to attack.	巨型工蚁逼近，准备攻击。
Encounet_Progression_Creature19	I don't know how I'm going to kill this Radscorpion, but I have to try!	我不知道该怎么杀死这只辐射蝎，但无论如何我得试试！
Encounet_Progression_Creature2	The Savage Dog is moving in, ready to attack.	野狗逼近，准备攻击。
Encounet_Progression_Creature20	The Radscorpion is moving in, ready to attack.	辐射蝎逼近，准备攻击。
Encounet_Progression_Creature21	The Giant Soldier Ant sees me as a threat! It's attacking!	巨型兵蚁认为我是个威胁，正在攻击我！
Encounet_Progression_Creature22	The Giant Soldier Ant is moving in, ready to attack.	巨型兵蚁逼近，准备攻击。
Encounet_Progression_Creature23	A Fire Ant Soldier? Not like it can actually shoot fire. Time to attack!	一只火兵蚁？好像不是真能喷火的样子。准备攻击！
Encounet_Progression_Creature24	The Fire Ant Soldier is moving in, ready to attack.	火兵蚁逼近，准备攻击。
Encounet_Progression_Creature25	The Guard Dog won't let me pass. I'll have to kill it to get by!	这看门狗不会让我过去的。看来只有干掉它了。
Encounet_Progression_Creature26	The Guard Dog is moving in, ready to attack.	看门狗逼近，准备攻击。
Encounet_Progression_Creature27	Never thought I'd be afraid of an insect, but this Fire Ant Warrior means business!	从没想过我会怕一只虫子，但这只火蚁战士可不好对付！
Encounet_Progression_Creature28	The Fire Ant Warrior is moving in, ready to attack.	火蚁战士逼近，准备攻击。
Encounet_Progression_Creature29	This Mirelurk is nothing but a crab cake on legs! Time for a snack!	泥沼蟹不就是长了腿的蟹肉饼吗！点心时间到！
Encounet_Progression_Creature3	One Mole rat? It's as good as dead!	一只鼹鼠？简直和死了一样！
Encounet_Progression_Creature30	The Mirelurk is moving in, ready to attack.	泥沼蟹逼近，准备攻击。
Encounet_Progression_Creature31	Uh oh! That Feral Ghoul Roamer is shambling toward me!	糟糕！那只狂尸鬼漫游者正摇摇晃晃地朝我过来了！
Encounet_Progression_Creature32	The Feral Ghoul Roamer is moving in, ready to attack.	狂尸鬼漫游者逼近，准备攻击。
Encounet_Progression_Creature33	A Giant Radscorpion? As if the normal ones aren't bad enough! This might be the end!	一只巨型辐射蝎？普通的就已经够可怕了！我这回可能要完蛋了！
Encounet_Progression_Creature34	The Giant Radscorpion is moving in, ready to attack.	巨型辐射蝎逼近，准备攻击。
Encounet_Progression_Creature35	I hope I can handle this Mirelurk Hunter! It's coming at me fast!	希望我能搞定这个泥沼蟹猎杀者，它正朝我飞奔过来！
Encounet_Progression_Creature36	The Mirelurk Hunter is moving in, ready to attack.	泥沼蟹猎杀者逼近，准备攻击。
Encounet_Progression_Creature37	The Vicious Dog has my scent now! He won't stop till one of us is dead!	恶犬已经嗅出了我的味道！不是它死，就是我亡！
Encounet_Progression_Creature38	The Vicious Dog is moving in, ready to attack.	恶犬逼近，准备攻击。
Encounet_Progression_Creature39	The Centaur is crawling towards me! I don't think it wants a hug!	多脚兽正朝我爬过来！我可不觉得它想要拥抱我！
Encounet_Progression_Creature4	The Mole rat is moving in, ready to attack.	鼹鼠逼近，准备攻击。
Encounet_Progression_Creature40	The Centaur is moving in, ready to attack.	多脚兽逼近，准备攻击。
Encounet_Progression_Creature41	This Feral Ghoul Reaver will rip me apart if I'm not careful!	稍不留神，狂尸鬼掠夺者就会把我撕成两半！
Encounet_Progression_Creature42	The Feral Ghoul Reaver is moving in, ready to attack.	狂尸鬼掠夺者逼近，准备攻击。
Encounet_Progression_Creature43	How can I possibly survive against this Deathclaw?!	这只死爪面前，我怎么可能活下来？！
Encounet_Progression_Creature44	The Deathclaw is moving in, ready to attack.	死爪逼近，准备攻击。
Encounet_Progression_Creature45	Enclave Deathclaws are trained to kill - this will be a fight to the death!	英克雷死爪就是被训练来杀戮的——这将是一场你死我活的死战！
Encounet_Progression_Creature46	The Enclave Deathclaw is moving in, ready to attack.	英克雷死爪逼近，准备攻击。
Encounet_Progression_Creature47	This Super Mutant sees all humans as weak - he'll try to kill me for sure!	这个超级变种人觉得人类都弱爆了，他一定会杀了我！
Encounet_Progression_Creature48	The Super Mutant is moving in, ready to attack.	超级变种人逼近，准备攻击。
Encounet_Progression_Creature49	A Super Mutant Master! This guy's no joke... but I'm ready!	一个超级变种人大师！这家伙可不是好惹的……但我准备好了！
Encounet_Progression_Creature5	Time to swat this Bloatfly like the insect it is!	是时候像拍虫子一样拍死这只巨大苍蝇了！
Encounet_Progression_Creature50	The Super Mutant Master is moving in, ready to attack.	超级变种人大师逼近，准备攻击。
Encounet_Progression_Creature51	The Super Mutant Overlord is one of the strongest of its kind! I'll be lucky to survive!	超级变种人霸王是最强的种类之一！能活下来算我走运！
Encounet_Progression_Creature52	The Super Mutant Overlord is moving in, ready to attack.	超级变种人霸王逼近，准备攻击。
Encounet_Progression_Creature53	A Super Mutant Behemoth? Seriously? This is like fighting a building!	一个巨兽？这是在逗我吗？这简直就是在和一栋楼战斗！
Encounet_Progression_Creature54	The Super Mutant Behemoth is moving in, ready to attack.	巨兽逼近，准备攻击。
Encounet_Progression_Creature6	The Bloatfly is moving in, ready to attack.	巨大苍蝇逼近，准备攻击。
Encounet_Progression_Creature7	I'll squash this Radroach, no problem!	我来踩扁这只辐射蟑螂，没问题！
